UNNR;PROPER SHIPPING NAME;HAZARD CLASS;PG
2800;BATTERIES, WET, NON-SPILLABLE, ELECTRIC STORAGE;8;III
2801;DYES, LIQUID, CORROSIVE, N.O.S. OR DYE INTERMEDIATES, LIQUID, CORROSIVE, N.O.S.;8;I
2801;DYES, LIQUID, CORROSIVE, N.O.S. OR DYE INTERMEDIATES, LIQUID, CORROSIVE, N.O.S.;8;II
2801;DYES, LIQUID, CORROSIVE, N.O.S. OR DYE INTERMEDIATES, LIQUID, CORROSIVE, N.O.S.;8;III
2802;COPPER CHLORIDE;8;III
2803;GALLIUM;8;III
2805;LITHIUM HYDRIDE, FUSED SOLID;4.3;II
2806;LITHIUM NITRIDE;4.3;I
2809;MERCURY;8;III
2809;MERCURY;8;III
2810;COMPOUNDS, TREE KILLING, LIQUID OR COMPOUNDS, WEED KILLING, LIQUID;6.1;III
2810;COMPOUNDS, TREE KILLING, LIQUID OR COMPOUNDS, WEED KILLING, LIQUID;6.1;I
2810;COMPOUNDS, TREE KILLING, LIQUID OR COMPOUNDS, WEED KILLING, LIQUID;6.1;II
2810;TOXIC, LIQUIDS, ORGANIC, N.O.S.;6.1;III
2810;TOXIC, LIQUIDS, ORGANIC, N.O.S.;6.1;I
2810;TOXIC, LIQUIDS, ORGANIC, N.O.S.;6.1;II
2811;TOXIC SOLIDS, ORGANIC, N.O.S.;6.1;III
2811;TOXIC SOLIDS, ORGANIC, N.O.S.;6.1;II
2811;TOXIC SOLIDS, ORGANIC, N.O.S.;6.1;I
2812;SODIUM ALUMINATE, SOLID;8;III
2813;WATER-REACTIVE SOLID, N.O.S.;4.3;III
2813;WATER-REACTIVE SOLID, N.O.S.;4.3;I
2813;WATER-REACTIVE SOLID, N.O.S.;4.3;II
2814;INFECTIOUS SUBSTANCES, AFFECTING HUMANS;6.2;
2815;N-AMINOETHYLPIPERAZINE;8;III
2817;AMMONIUM HYDROGENDIFLUORIDE, SOLUTION;8;II
2817;AMMONIUM HYDROGENDIFLUORIDE, SOLUTION;8;III
2818;AMMONIUM POLYSULFIDE, SOLUTION;8;II
2818;AMMONIUM POLYSULFIDE, SOLUTION;8;III
2819;AMYL ACID PHOSPHATE;8;III
2820;BUTYRIC ACID;8;III
2821;PHENOL SOLUTIONS;6.1;III
2821;PHENOL SOLUTIONS;6.1;II
2822;2-CHLOROPYRIDINE;6.1;II
2823;CROTONIC ACID, SOLID;8;III
2826;ETHYL CHLOROTHIOFORMATE;8;II
2829;CAPROIC ACID;8;III
2830;LITHIUM FERROSILICON;4.3;II
2831;1,1,1-TRICHLOROETHANE;6.1;III
2834;PHOSPHOROUS ACID;8;III
2835;SODIUM ALUMINUM HYDRIDE;4.3;II
2837;BISULFATE, AQUEOUS SOLUTION;8;II
2837;BISULFATE, AQUEOUS SOLUTION;8;III
2838;VINYL BUTYRATE, STABILIZED;3;II
2839;ALDOL;6.1;II
2840;BUTYRALDOXIME;3;III
2841;DI-N-AMYLAMINE;3;III
2842;NITROETHANE;3;III
2844;CALCIUM MANGANESE SILICON;4.3;III
2845;ETHYL PHOSPHONOUS DICHLORIDE, ANHYDROUS PYROPHORIC LIQUID;6.1;I
2845;METHYL PHOSPHONOUS DICHLORIDE, PYROPHORIC LIQUID;6.1;I
2845;PYROPHORIC LIQUIDS, ORGANIC, N.O.S.;4.2;I
2846;PYROPHORIC SOLIDS, ORGANIC, N.O.S.;4.2;I
2849;3-CHLOROPROPANOL-1;6.1;III
2850;PROPYLENE TETRAMER;3;III
2851;BORON TRIFLUORIDE DIHYDRATE;8;II
2852;DIPICRYL SULFIDE, WETTED WITH NOT LESS THAN 10 PERCENT WATER, BY MASS;4.1;I
2853;MAGNESIUM FLUOROSILICATE;6.1;III
2854;AMMONIUM FLUOROSILICATE;6.1;III
2855;ZINC FLUOROSILICATE;6.1;III
2856;FLUOROSILICATES, N.O.S.;6.1;III
2857;REFRIGERATING MACHINES, CONTAINING NON-FLAMMABLE, NON-TOXIC GASES OR AMMONIA SOLUTIONS (UN2672).;2.2;
2858;ZIRCONIUM, DRY, COILED WIRE, FINISHED METAL SHEETS, STRIP (THINNER THAN 254 MICRONS BUT NOT THINNER THAN 18 MICRONS);4.1;III
2859;AMMONIUM METAVANADATE;6.1;II
2861;AMMONIUM POLYVANADATE;6.1;II
2862;VANADIUM PENTOXIDE, NON-FUSED FORM;6.1;III
2863;SODIUM AMMONIUM VANADATE;6.1;II
2864;POTASSIUM METAVANADATE;6.1;II
2865;HYDROXYLAMINE SULFATE;8;III
2869;TITANIUM TRICHLORIDE MIXTURES;8;III
2869;TITANIUM TRICHLORIDE MIXTURES;8;II
2870;ALUMINUM BOROHYDRIDE OR  ALUMINUM BOROHYDRIDE IN DEVICES;4.2;I
2871;ANTIMONY POWDER;6.1;III
2872;DIBROMOCHLOROPROPANE;6.1;III
2872;DIBROMOCHLOROPROPANE;6.1;II
2873;DIBUTYLAMINOETHANOL;6.1;III
2874;FURFURYL ALCOHOL;6.1;III
2875;HEXACHLOROPHENE;6.1;III
2876;RESORCINOL;6.1;III
2878;TITANIUM SPONGE GRANULES OR TITANIUM SPONGE POWDERS;4.1;III
2879;SELENIUM OXYCHLORIDE;8;I
2880;CALCIUM HYPOCHLORITE, HYDRATED  OR   CALCIUM HYPOCHLORITE, HYDRATED MIXTURES, WITH NOT LESS THAN 5.5 PERCENT BUT NOT MORE THAN 16 PERCENT WATER;5.1;II
2880;CALCIUM HYPOCHLORITE, HYDRATED OR CALCIUM HYPOCHLORITE, HYDRATED MIXTURES, WITH NOT LESS THAN 5.5 PERCENT BUT NOT MORE THAN 16 PERCENT WATER;5.1;III
2881;METAL CATALYST, DRY;4.2;III
2881;METAL CATALYST, DRY;4.2;I
2881;METAL CATALYST, DRY;4.2;II
2900;INFECTIOUS SUBSTANCES, AFFECTING ANIMALS ONLY;6.2;
2901;BROMINE CHLORIDE;2.3;
2902;PESTICIDES, LIQUID, TOXIC, N.O.S.;6.1;III
2902;PESTICIDES, LIQUID, TOXIC, N.O.S.;6.1;I
2902;PESTICIDES, LIQUID, TOXIC, N.O.S.;6.1;II
2903;PESTICIDES, LIQUID, TOXIC, FLAMMABLE, N.O.S. FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
2903;PESTICIDES, LIQUID, TOXIC, FLAMMABLE, N.O.S. FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
2903;PESTICIDES, LIQUID, TOXIC, FLAMMABLE, N.O.S. FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
2904;CHLOROPHENOLATES, LIQUID  OR  PHENOLATES, LIQUID;8;III
2905;CHLOROPHENOLATES, SOLID OR  PHENOLATES, SOLID;8;III
2907;ISOSORBIDE DINITRATE MIXTURE WITH NOT LESS THAN 60 PERCENT LACTOSE, MANNOSE, STARCH OR CALCIUM HYDROGEN PHOSPHATE;4.1;II
2908;"RADIOACTIVE MATERIAL, EXCEPTED PACKAGE-EMPTY PACKAGING
";7;
2909;RADIOACTIVE MATERIAL, EXCEPTED PACKAGE-ARTICLES MANUFACTURED FROM NATURAL URANIUM OR DEPLETED URANIUM OR NATURAL THORIUM;7;
2910;RADIOACTIVE MATERIAL, EXCEPTED PACKAGE-LIMITED QUANTITY OF MATERIAL;7;
2910;RADIOACTIVE MATERIAL, EXCEPTED PACKAGE-LIMITED QUANTITY OF MATERIAL;7;
2911;RADIOACTIVE MATERIAL, EXCEPTED PACKAGE-INSTRUMENTS OR ARTICLES;7;
2912;RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-I) NON FISSILE OR FISSILE-EXCEPTED;7;
2913;RADIOACTIVE MATERIAL, SURFACE CONTAMINATED OBJECTS (SCO-I OR SCO-II) NON FISSILE OR FISSILE-EXCEPTED;7;
2915;RADIOACTIVE MATERIAL, TYPE A PACKAGE NON-SPECIAL FORM, NON FISSILE OR FISSILE-EXCEPTED;7;
2916;RADIOACTIVE MATERIAL, TYPE B(U) PACKAGE NON FISSILE OR FISSILE-EXCEPTED;7;
2917;RADIOACTIVE MATERIAL, TYPE B(M) PACKAGE NON FISSILE OR FISSILE-EXCEPTED;7;
2919;RADIOACTIVE MATERIAL, TRANSPORTED UNDER SPECIAL ARRANGEMENT, NON FISSILE OR FISSILE EXCEPTED;7;
2920;CORROSIVE LIQUIDS, FLAMMABLE, N.O.S.;8;I
2920;CORROSIVE LIQUIDS, FLAMMABLE, N.O.S.;8;II
2921;CORROSIVE SOLIDS, FLAMMABLE, N.O.S.;8;I
2921;CORROSIVE SOLIDS, FLAMMABLE, N.O.S.;8;II
2922;CORROSIVE LIQUIDS, TOXIC, N.O.S.;8;I
2922;CORROSIVE LIQUIDS, TOXIC, N.O.S.;8;II
2922;CORROSIVE LIQUIDS, TOXIC, N.O.S.;8;III
2923;CORROSIVE SOLIDS, TOXIC, N.O.S.;8;I
2923;CORROSIVE SOLIDS, TOXIC, N.O.S.;8;II
2923;CORROSIVE SOLIDS, TOXIC, N.O.S.;8;III
2924;FLAMMABLE LIQUIDS, CORROSIVE, N.O.S.;3;III
2924;FLAMMABLE LIQUIDS, CORROSIVE, N.O.S.;3;II
2924;FLAMMABLE LIQUIDS, CORROSIVE, N.O.S.;3;I
2925;FLAMMABLE SOLIDS, CORROSIVE, ORGANIC, N.O.S.;4.1;III
2925;FLAMMABLE SOLIDS, CORROSIVE, ORGANIC, N.O.S.;4.1;II
2926;FLAMMABLE SOLIDS, TOXIC, ORGANIC, N.O.S.;4.1;III
2926;FLAMMABLE SOLIDS, TOXIC, ORGANIC, N.O.S.;4.1;II
2927;ETHYL PHOSPHONOTHIOIC DICHLORIDE, ANHYDROUS;6.1;I
2927;ETHYL PHOSPHORODICHLORIDATE;6.1;I
2927;TOXIC LIQUIDS, CORROSIVE, ORGANIC, N.O.S.;6.1;I
2927;TOXIC LIQUIDS, CORROSIVE, ORGANIC, N.O.S.;6.1;II
2928;TOXIC SOLIDS, CORROSIVE, ORGANIC, N.O.S.;6.1;I
2928;TOXIC SOLIDS, CORROSIVE, ORGANIC, N.O.S.;6.1;II
2929;TOXIC LIQUIDS, FLAMMABLE, ORGANIC, N.O.S.;6.1;I
2929;TOXIC LIQUIDS, FLAMMABLE, ORGANIC, N.O.S.;6.1;II
2930;TOXIC SOLIDS, FLAMMABLE, ORGANIC, N.O.S.;6.1;I
2930;TOXIC SOLIDS, FLAMMABLE, ORGANIC, N.O.S.;6.1;II
2931;VANADYL SULFATE;6.1;II
2933;METHYL 2-CHLOROPROPIONATE;3;III
2934;ISOPROPYL 2-CHLOROPROPIONATE;3;III
2935;ETHYL 2-CHLOROPROPIONATE;3;III
2936;THIOLACTIC ACID;6.1;II
2937;ALPHA-METHYLBENZYL ALCOHOL, LIQUID;6.1;III
2940;9-PHOSPHABICYCLONONANES OR CYCLOOCTADIENE PHOSPHINES;4.2;II
2941;FLUOROANILINES;6.1;III
2942;2-TRIFLUOROMETHYLANILINE;6.1;III
2943;TETRAHYDROFURFURYLAMINE;3;III
2945;N-METHYLBUTYLAMINE;3;II
2946;2-AMINO-5-DIETHYLAMINOPENTANE;6.1;III
2947;ISOPROPYL CHLOROACETATE;3;III
2948;3-TRIFLUOROMETHYLANILINE;6.1;II
2949;SODIUM HYDROSULFIDE WITH NOT LESS THAN 25 PERCENT WATER OF CRYSTALLIZATION;8;II
2950;MAGNESIUM GRANULES, COATED, PARTICLE SIZE NOT LESS THAN 149 MICRONS;4.3;III
2956;5-TERT-BUTYL-2,4,6-TRINITRO-M-XYLENE OR MUSK XYLENE;4.1;III
2965;BORON TRIFLUORIDE DIMETHYL ETHERATE;4.3;I
2966;THIOGLYCOL;6.1;II
2967;SULFAMIC ACID;8;III
2968;MANEB STABILIZED OR MANEB PREPARATIONS, STABILIZED AGAINST SELF-HEATING;4.3;III
2969;CASTOR BEANS  OR  CASTOR MEAL OR   CASTOR POMACE OR  CASTOR FLAKE;9;II
2977;RADIOACTIVE MATERIAL, URANIUM HEXAFLUORIDE, FISSILE;7;
2978;RADIOACTIVE MATERIAL, URANIUM HEXAFLUORIDE NON FISSILE OR FISSILE-EXCEPTED;7;
2983;ETHYLENE OXIDE AND PROPYLENE OXIDE MIXTURES, WITH NOT MORE THAN 30 PERCENT ETHYLENE OXIDE;3;I
2984;HYDROGEN PEROXIDE, AQUEOUS SOLUTIONS WITH NOT LESS THAN 8 PERCENT BUT LESS THAN 20 PERCENT HYDROGEN PEROXIDE (STABILIZED AS NECESSARY);5.1;III
2985;CHLOROSILANES, FLAMMABLE, CORROSIVE, N.O.S.;3;II
2986;CHLOROSILANES, CORROSIVE, FLAMMABLE, N.O.S.;8;II
2987;CHLOROSILANES, CORROSIVE, N.O.S.;8;II
2988;CHLOROSILANES, WATER-REACTIVE, FLAMMABLE, CORROSIVE, N.O.S.;4.3;I
2989;LEAD PHOSPHITE, DIBASIC;4.1;II
2989;LEAD PHOSPHITE, DIBASIC;4.1;III
2990;LIFE-SAVING APPLIANCES, SELF INFLATING;9;
2991;CARBAMATE PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
2991;CARBAMATE PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
2991;CARBAMATE PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
2992;CARBAMATE PESTICIDES, LIQUID, TOXIC;6.1;III
2992;CARBAMATE PESTICIDES, LIQUID, TOXIC;6.1;I
2992;CARBAMATE PESTICIDES, LIQUID, TOXIC;6.1;II
2993;ARSENICAL PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
2993;ARSENICAL PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
2993;ARSENICAL PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
2994;ARSENICAL PESTICIDES, LIQUID, TOXIC;6.1;III
2994;ARSENICAL PESTICIDES, LIQUID, TOXIC;6.1;I
2994;ARSENICAL PESTICIDES, LIQUID, TOXIC;6.1;II
2995;ORGANOCHLORINE PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
2995;ORGANOCHLORINE PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
2995;ORGANOCHLORINE PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
2996;ORGANOCHLORINE PESTICIDES, LIQUID, TOXIC;6.1;III
2996;ORGANOCHLORINE PESTICIDES, LIQUID, TOXIC;6.1;I
2996;ORGANOCHLORINE PESTICIDES, LIQUID, TOXIC;6.1;II
2997;TRIAZINE PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
2997;TRIAZINE PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
2997;TRIAZINE PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
2998;TRIAZINE PESTICIDES, LIQUID, TOXIC;6.1;III
2998;TRIAZINE PESTICIDES, LIQUID, TOXIC;6.1;I
2998;TRIAZINE PESTICIDES, LIQUID, TOXIC;6.1;II
3002;PHENYL UREA PESTICIDES, LIQUID, TOXIC;6.1;III
3002;PHENYL UREA PESTICIDES, LIQUID, TOXIC;6.1;I
3002;PHENYL UREA PESTICIDES, LIQUID, TOXIC;6.1;II
3005;THIOCARBAMATE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3005;THIOCARBAMATE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3005;THIOCARBAMATE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3006;THIOCARBAMATE PESTICIDE, LIQUID, TOXIC;6.1;III
3006;THIOCARBAMATE PESTICIDE, LIQUID, TOXIC;6.1;I
3006;THIOCARBAMATE PESTICIDE, LIQUID, TOXIC;6.1;II
3009;COPPER BASED PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3009;COPPER BASED PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3009;COPPER BASED PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3010;COPPER BASED PESTICIDES, LIQUID, TOXIC;6.1;III
3010;COPPER BASED PESTICIDES, LIQUID, TOXIC;6.1;I
3010;COPPER BASED PESTICIDES, LIQUID, TOXIC;6.1;II
3011;MERCURY BASED PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3011;MERCURY BASED PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3011;MERCURY BASED PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3012;MERCURY BASED PESTICIDES, LIQUID, TOXIC;6.1;III
3012;MERCURY BASED PESTICIDES, LIQUID, TOXIC;6.1;I
3012;MERCURY BASED PESTICIDES, LIQUID, TOXIC;6.1;II
3013;SUBSTITUTED NITROPHENOL PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3013;SUBSTITUTED NITROPHENOL PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3013;SUBSTITUTED NITROPHENOL PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3014;SUBSTITUTED NITROPHENOL PESTICIDES, LIQUID, TOXIC;6.1;III
3014;SUBSTITUTED NITROPHENOL PESTICIDES, LIQUID, TOXIC;6.1;I
3014;SUBSTITUTED NITROPHENOL PESTICIDES, LIQUID, TOXIC;6.1;II
3015;BIPYRIDILIUM PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3015;BIPYRIDILIUM PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3015;BIPYRIDILIUM PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3016;BIPYRIDILIUM PESTICIDES, LIQUID, TOXIC;6.1;III
3016;BIPYRIDILIUM PESTICIDES, LIQUID, TOXIC;6.1;I
3016;BIPYRIDILIUM PESTICIDES, LIQUID, TOXIC;6.1;II
3017;ORGANOPHOSPHORUS PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3017;ORGANOPHOSPHORUS PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3017;ORGANOPHOSPHORUS PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3018;ORGANOPHOSPHORUS PESTICIDES, LIQUID, TOXIC;6.1;III
3018;ORGANOPHOSPHORUS PESTICIDES, LIQUID, TOXIC;6.1;I
3018;ORGANOPHOSPHORUS PESTICIDES, LIQUID, TOXIC;6.1;II
3019;ORGANOTIN PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3019;ORGANOTIN PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3019;ORGANOTIN PESTICIDES, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3020;ORGANOTIN PESTICIDES, LIQUID, TOXIC;6.1;III
3020;ORGANOTIN PESTICIDES, LIQUID, TOXIC;6.1;I
3020;ORGANOTIN PESTICIDES, LIQUID, TOXIC;6.1;II
3021;PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
3021;PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
3022;1,2-BUTYLENE OXIDE, STABILIZED;3;II
3023;2-METHYL-2-HEPTANETHIOL;6.1;I
3024;COUMARIN DERIVATIVE PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
3024;COUMARIN DERIVATIVE PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASHPOINT LESS THAN 23 DEGREES C;3;I
3025;COUMARIN DERIVATIVE PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3025;COUMARIN DERIVATIVE PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3025;COUMARIN DERIVATIVE PESTICIDES, LIQUID, TOXIC, FLAMMABLE FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3026;COUMARIN DERIVATIVE PESTICIDES, LIQUID, TOXIC;6.1;III
3026;COUMARIN DERIVATIVE PESTICIDES, LIQUID, TOXIC;6.1;I
3026;COUMARIN DERIVATIVE PESTICIDES, LIQUID, TOXIC;6.1;II
3027;COUMARIN DERIVATIVE PESTICIDES, SOLID, TOXIC;6.1;II
3027;COUMARIN DERIVATIVE PESTICIDES, SOLID, TOXIC;6.1;III
3027;COUMARIN DERIVATIVE PESTICIDES, SOLID, TOXIC;6.1;I
3028;BATTERIES, DRY, CONTAINING POTASSIUM HYDROXIDE SOLID, ELECTRIC, STORAGE;8;III
3048;ALUMINUM PHOSPHIDE PESTICIDES;6.1;I
3054;CYCLOHEXYL MERCAPTAN;3;III
3055;2-(2-AMINOETHOXY) ETHANOL;8;III
3056;N-HEPTALDEHYDE;3;III
3057;TRIFLUOROACETYL CHLORIDE;2.3;
3064;NITROGLYCERIN, SOLUTION IN ALCOHOL, WITH MORE THAN 1 PERCENT BUT NOT MORE THAN 5 PERCENT NITROGLYCERIN;3;II
3065;ALCOHOLIC BEVERAGES;3;III
3065;ALCOHOLIC BEVERAGES;3;II
3066;PAINT OR PAINT RELATED MATERIAL;8;II
3066;PAINT OR PAINT RELATED MATERIAL;8;III
3070;ETHYLENE OXIDE AND DICHLORODIFLUOROMETHANE MIXTURE, WITH NOT MORE THAN 12.5 PERCENT ETHYLENE OXIDE;2.2;
3071;MERCAPTANS, LIQUID, TOXIC, FLAMMABLE, N.O.S. OR   MERCAPTAN MIXTURES, LIQUID, TOXIC, FLAMMABLE, N.O.S., FLASH POINT NOT LESS THAN 23 DEGREES ;6.1;II
3072;"LIFE-SAVING APPLIANCES, NOT SELF INFLATING CONTAINING DANGEROUS GOODS \  
 S EQUIPMENT";9;
3073;VINYLPYRIDINES, STABILIZED;6.1;II
3077;HAZARDOUS WASTE, SOLID, N.O.S.;9;III
3077;OTHER REGULATED SUBSTANCES, SOLID, N.O.S.;9;III
3077;ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, N.O.S.;9;III
3077;ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, N.O.S.;9;III
3078;CERIUM, TURNINGS OR GRITTY POWDER;4.3;II
3079;METHACRYLONITRILE, STABILIZED;6.1;I
3080;ISOCYANATES, TOXIC, FLAMMABLE, N.O.S. OR   ISOCYANATE SOLUTIONS, TOXIC, FLAMMABLE, N.O.S., FLASH POINT NOT LESS THAN 23 DEGREES C BUT NOT MORE THAN 61 DEGREES C AND BOILING POINT LESS THAN 300 DEGREES C;6.1;II
3082;HAZARDOUS WASTE, LIQUID, N.O.S.;9;III
3082;OTHER REGULATED SUBSTANCES, LIQUID, N.O.S.;9;III
3082;ENVIRONMENTALLY HAZARDOUS SUBSTANCES, LIQUID, N.O.S.;9;III
3083;PERCHLORYL FLUORIDE;2.3;
3084;CORROSIVE SOLIDS, OXIDIZING, N.O.S.;8;I
3084;CORROSIVE SOLIDS, OXIDIZING, N.O.S.;8;II
3085;OXIDIZING SOLID, CORROSIVE, N.O.S.;5.1;III
3085;OXIDIZING SOLID, CORROSIVE, N.O.S.;5.1;II
3085;OXIDIZING SOLID, CORROSIVE, N.O.S.;5.1;I
3086;TOXIC SOLIDS, OXIDIZING, N.O.S.;6.1;I
3086;TOXIC SOLIDS, OXIDIZING, N.O.S.;6.1;II
3087;OXIDIZING SOLID, TOXIC, N.O.S.;5.1;I
3087;OXIDIZING SOLID, TOXIC, N.O.S.;5.1;III
3087;OXIDIZING SOLID, TOXIC, N.O.S.;5.1;II
3088;SELF-HEATING SOLID, ORGANIC, N.O.S.;4.2;III
3088;SELF-HEATING, SOLID, ORGANIC, N.O.S.;4.2;II
3089;METAL POWDERS, FLAMMABLE, N.O.S.;4.1;III
3089;METAL POWDERS, FLAMMABLE, N.O.S.;4.1;II
3090;"LITHIUM BATTERY
";9;II
3091;LITHIUM BATTERIES PACKED WITH EQUIPMENT;9;II
3091;"LITHIUM BATTERIES, CONTAINED IN EQUIPMENT.
";9;II
3092;1-METHOXY-2-PROPANOL;3;III
3093;CORROSIVE LIQUIDS, OXIDIZING, N.O.S.;8;I
3093;CORROSIVE LIQUIDS, OXIDIZING, N.O.S.;8;II
3094;CORROSIVE LIQUIDS, WATER-REACTIVE, N.O.S.;8;I
3094;CORROSIVE LIQUIDS, WATER-REACTIVE, N.O.S.;8;II
3095;CORROSIVE SOLIDS, SELF-HEATING, N.O.S.;8;I
3095;CORROSIVE SOLIDS, SELF-HEATING, N.O.S.;8;II
3096;CORROSIVE SOLIDS, WATER-REACTIVE, N.O.S.;8;I
3096;CORROSIVE SOLIDS, WATER-REACTIVE, N.O.S.;8;II
3097;FLAMMABLE SOLID, OXIDIZING, N.O.S.;4.1;III
3097;FLAMMABLE SOLID, OXIDIZING, N.O.S.;4.1;II
3098;OXIDIZING LIQUID, CORROSIVE, N.O.S.;5.1;I
3098;OXIDIZING LIQUID, CORROSIVE, N.O.S.;5.1;III
3098;OXIDIZING LIQUID, CORROSIVE, N.O.S.;5.1;II
3099;OXIDIZING LIQUID, TOXIC, N.O.S.;5.1;I
3099;OXIDIZING LIQUID, TOXIC, N.O.S.;5.1;III
3099;OXIDIZING LIQUID, TOXIC, N.O.S.;5.1;II
3100;OXIDIZING SOLID, SELF-HEATING, N.O.S.;5.1;II
3100;OXIDIZING SOLID, SELF-HEATING, N.O.S.;5.1;I
3101;ORGANIC PEROXIDE TYPE B, LIQUID;5.2;II
3102;ORGANIC PEROXIDE TYPE B, SOLID;5.2;II
3103;ORGANIC PEROXIDE TYPE C, LIQUID;5.2;II
3104;ORGANIC PEROXIDE TYPE C, SOLID;5.2;II
3105;ORGANIC PEROXIDE TYPE D, LIQUID;5.2;II
3106;ORGANIC PEROXIDE TYPE D, SOLID;5.2;II
3107;ORGANIC PEROXIDE TYPE E, LIQUID;5.2;II
3108;ORGANIC PEROXIDE TYPE E, SOLID;5.2;II
3109;ORGANIC PEROXIDE TYPE F, LIQUID;5.2;II
3110;ORGANIC PEROXIDE TYPE F, SOLID;5.2;II
